video_name,participant,frame,outcome_prediction
q_10_main_0.mp4,1048,0,Poorly
q_10_main_0.mp4,1048,10,Poorly
q_10_main_0.mp4,1048,20,Poorly
q_11_main_0.mp4,1048,0,Poorly
q_11_main_0.mp4,1048,10,Poorly
q_11_main_0.mp4,1048,20,Poorly
q_12_main_1.mp4,1048,0,Well
q_12_main_1.mp4,1048,10,Well
q_12_main_1.mp4,1048,20,Well
q_13_main_0.mp4,1048,0,Well
q_13_main_0.mp4,1048,10,Well
q_13_main_0.mp4,1048,20,Poorly
q_14_main_0.mp4,1048,0,Poorly
q_14_main_0.mp4,1048,10,Poorly
q_14_main_0.mp4,1048,20,Poorly
q_15_main_1.mp4,1048,0,Well
q_15_main_1.mp4,1048,10,Poorly
q_15_main_1.mp4,1048,20,Well
q_16_main_1.mp4,1048,0,Poorly
q_16_main_1.mp4,1048,10,Poorly
q_16_main_1.mp4,1048,20,Poorly
q_17_main_1.mp4,1048,0,Poorly
q_17_main_1.mp4,1048,10,Poorly
q_17_main_1.mp4,1048,20,Poorly
q_18_main_0.mp4,1048,0,Poorly
q_18_main_0.mp4,1048,10,Poorly
q_18_main_0.mp4,1048,20,Poorly
q_19_main_0.mp4,1048,0,Poorly
q_19_main_0.mp4,1048,10,Poorly
q_19_main_0.mp4,1048,20,Poorly
q_1_main_0.mp4,1048,0,Poorly
q_1_main_0.mp4,1048,10,Poorly
q_1_main_0.mp4,1048,20,Poorly
q_20_main_0.mp4,1048,0,Well
q_20_main_0.mp4,1048,10,Poorly
q_20_main_0.mp4,1048,20,Poorly
q_21_main_1.mp4,1048,0,Well
q_21_main_1.mp4,1048,10,Poorly
q_21_main_1.mp4,1048,20,Poorly
q_22_main_0.mp4,1048,0,Poorly
q_22_main_0.mp4,1048,10,Poorly
q_22_main_0.mp4,1048,20,Poorly
q_23_main_0.mp4,1048,0,Poorly
q_23_main_0.mp4,1048,10,Poorly
q_23_main_0.mp4,1048,20,Poorly
q_24_main_0.mp4,1048,0,Poorly
q_24_main_0.mp4,1048,10,Poorly
q_24_main_0.mp4,1048,20,Poorly
q_25_main_0.mp4,1048,0,Poorly
q_25_main_0.mp4,1048,10,Poorly
q_25_main_0.mp4,1048,20,Poorly
q_26_main_0.mp4,1048,0,Poorly
q_26_main_0.mp4,1048,10,Poorly
q_26_main_0.mp4,1048,20,Poorly
q_27_main_0.mp4,1048,0,Poorly
q_27_main_0.mp4,1048,10,Poorly
q_27_main_0.mp4,1048,20,Poorly
q_28_main_1.mp4,1048,0,Poorly
q_28_main_1.mp4,1048,10,Poorly
q_28_main_1.mp4,1048,20,Poorly
q_29_main_0.mp4,1048,0,Poorly
q_29_main_0.mp4,1048,10,Poorly
q_29_main_0.mp4,1048,20,Poorly
q_2_main_1.mp4,1048,0,Poorly
q_2_main_1.mp4,1048,10,Poorly
q_2_main_1.mp4,1048,20,Poorly
q_30_main_0.mp4,1048,0,Poorly
q_30_main_0.mp4,1048,10,Poorly
q_30_main_0.mp4,1048,20,Poorly
q_3_main_1.mp4,1048,0,Poorly
q_3_main_1.mp4,1048,10,Well
q_3_main_1.mp4,1048,20,Well
q_4_main_1.mp4,1048,0,Poorly
q_4_main_1.mp4,1048,10,Poorly
q_4_main_1.mp4,1048,20,Poorly
q_5_main_0.mp4,1048,0,Poorly
q_5_main_0.mp4,1048,10,Poorly
q_5_main_0.mp4,1048,20,Poorly
q_6_main_1.mp4,1048,0,Poorly
q_6_main_1.mp4,1048,10,Poorly
q_6_main_1.mp4,1048,20,Poorly
q_7_main_1.mp4,1048,0,Poorly
q_7_main_1.mp4,1048,10,Poorly
q_7_main_1.mp4,1048,20,Poorly
q_8_main_0.mp4,1048,0,Poorly
q_8_main_0.mp4,1048,10,Poorly
q_8_main_0.mp4,1048,20,Poorly
q_9_main_0.mp4,1048,0,Poorly
q_9_main_0.mp4,1048,10,Poorly
q_9_main_0.mp4,1048,20,Poorly
q_warmup_3_main_1.mp4,1048,0,Poorly
q_warmup_3_main_1.mp4,1048,10,Poorly
q_warmup_3_main_1.mp4,1048,20,Poorly
q_warmup_4_main_0.mp4,1048,0,Poorly
q_warmup_4_main_0.mp4,1048,10,Poorly
q_warmup_4_main_0.mp4,1048,20,Poorly
q_warmup_5_main_0.mp4,1048,0,Poorly
q_warmup_5_main_0.mp4,1048,10,Poorly
q_warmup_5_main_0.mp4,1048,20,Well
q_10_main_0.mp4,1251,0,Poorly
q_10_main_0.mp4,1251,10,Poorly
q_10_main_0.mp4,1251,20,Poorly
q_11_main_1.mp4,1251,0,Poorly
q_11_main_1.mp4,1251,10,Poorly
q_11_main_1.mp4,1251,20,Poorly
q_12_main_1.mp4,1251,0,Poorly
q_12_main_1.mp4,1251,10,Poorly
q_12_main_1.mp4,1251,20,Poorly
q_13_main_1.mp4,1251,0,Poorly
q_13_main_1.mp4,1251,10,Poorly
q_13_main_1.mp4,1251,20,Poorly
q_14_main_0.mp4,1251,0,Poorly
q_14_main_0.mp4,1251,10,Poorly
q_14_main_0.mp4,1251,20,Poorly
q_15_main_1.mp4,1251,0,Poorly
q_15_main_1.mp4,1251,10,Poorly
q_15_main_1.mp4,1251,20,Poorly
q_16_main_1.mp4,1251,0,Poorly
q_16_main_1.mp4,1251,10,Poorly
q_16_main_1.mp4,1251,20,Poorly
q_17_main_0.mp4,1251,0,Poorly
q_17_main_0.mp4,1251,10,Poorly
q_17_main_0.mp4,1251,20,Poorly
q_18_main_0.mp4,1251,0,Poorly
q_18_main_0.mp4,1251,10,Poorly
q_18_main_0.mp4,1251,20,Poorly
q_19_main_0.mp4,1251,0,Poorly
q_19_main_0.mp4,1251,10,Poorly
q_19_main_0.mp4,1251,20,Poorly
q_1_main_0.mp4,1251,0,Poorly
q_1_main_0.mp4,1251,10,Poorly
q_1_main_0.mp4,1251,20,Poorly
q_20_main_0.mp4,1251,0,Poorly
q_20_main_0.mp4,1251,10,Poorly
q_20_main_0.mp4,1251,20,Poorly
q_21_main_0.mp4,1251,0,Poorly
q_21_main_0.mp4,1251,10,"Error analyzing image: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=600)"
q_21_main_0.mp4,1251,20,Poorly
q_22_main_0.mp4,1251,0,Poorly
q_22_main_0.mp4,1251,10,Poorly
q_22_main_0.mp4,1251,20,Poorly
q_23_main_1.mp4,1251,0,Poorly
q_23_main_1.mp4,1251,10,Poorly
q_23_main_1.mp4,1251,20,Poorly
q_24_main_0.mp4,1251,0,Poorly
q_24_main_0.mp4,1251,10,Poorly
q_24_main_0.mp4,1251,20,Poorly
q_25_main_0.mp4,1251,0,Poorly
q_25_main_0.mp4,1251,10,Poorly
q_25_main_0.mp4,1251,20,Poorly
q_26_main_1.mp4,1251,0,Poorly
q_26_main_1.mp4,1251,10,Poorly
q_26_main_1.mp4,1251,20,Poorly
q_27_main_0.mp4,1251,0,Poorly
q_27_main_0.mp4,1251,10,Poorly
q_27_main_0.mp4,1251,20,Poorly
q_28_main_0.mp4,1251,0,Poorly
q_28_main_0.mp4,1251,10,Poorly
q_28_main_0.mp4,1251,20,Poorly
q_29_main_0.mp4,1251,0,Poorly
q_29_main_0.mp4,1251,10,Poorly
