video_name,participant,frame,outcome_prediction
11_final.mp4,final_cut_videos,0,Poorly
11_final.mp4,final_cut_videos,15,Poorly
11_final.mp4,final_cut_videos,30,Poorly
11_final.mp4,final_cut_videos,45,Poorly
11_final.mp4,final_cut_videos,60,Poorly
11_final.mp4,final_cut_videos,75,Poorly
11_final.mp4,final_cut_videos,90,Poorly
11_final.mp4,final_cut_videos,105,Poorly
11_final.mp4,final_cut_videos,120,Poorly
11_final.mp4,final_cut_videos,135,Poorly
11_final.mp4,final_cut_videos,150,Poorly
11_final.mp4,final_cut_videos,165,Poorly
11_final.mp4,final_cut_videos,180,Poorly
11_final.mp4,final_cut_videos,195,Poorly
11_final.mp4,final_cut_videos,210,Poorly
11_final.mp4,final_cut_videos,225,Poorly
11_final.mp4,final_cut_videos,240,Poorly
11_final.mp4,final_cut_videos,255,Poorly
11_final.mp4,final_cut_videos,270,Poorly
11_final.mp4,final_cut_videos,285,Poorly
11_final.mp4,final_cut_videos,300,Poorly
11_final.mp4,final_cut_videos,315,Poorly
11_final.mp4,final_cut_videos,330,Poorly
11_final.mp4,final_cut_videos,345,Poorly
11_final.mp4,final_cut_videos,360,Poorly
11_final.mp4,final_cut_videos,375,Poorly
11_final.mp4,final_cut_videos,390,Poorly
11_final.mp4,final_cut_videos,405,Poorly
11_final.mp4,final_cut_videos,420,Poorly
12_final.mp4,final_cut_videos,0,Poorly
12_final.mp4,final_cut_videos,15,Poorly
12_final.mp4,final_cut_videos,30,Poorly
12_final.mp4,final_cut_videos,45,Poorly
12_final.mp4,final_cut_videos,60,Poorly
12_final.mp4,final_cut_videos,75,Poorly
12_final.mp4,final_cut_videos,90,Poorly
12_final.mp4,final_cut_videos,105,Poorly
12_final.mp4,final_cut_videos,120,Poorly
12_final.mp4,final_cut_videos,135,Poorly
12_final.mp4,final_cut_videos,150,Poorly
12_final.mp4,final_cut_videos,165,Poorly
12_final.mp4,final_cut_videos,180,Poorly
12_final.mp4,final_cut_videos,195,Poorly
12_final.mp4,final_cut_videos,210,Poorly
14_final.mp4,final_cut_videos,0,Poorly
14_final.mp4,final_cut_videos,15,Poorly
14_final.mp4,final_cut_videos,30,Poorly
14_final.mp4,final_cut_videos,45,Poorly
14_final.mp4,final_cut_videos,60,Poorly
14_final.mp4,final_cut_videos,75,Poorly
14_final.mp4,final_cut_videos,90,Poorly
14_final.mp4,final_cut_videos,105,Poorly
14_final.mp4,final_cut_videos,120,Poorly
14_final.mp4,final_cut_videos,135,Poorly
14_final.mp4,final_cut_videos,150,Poorly
14_final.mp4,final_cut_videos,165,Well
14_final.mp4,final_cut_videos,180,Poorly
14_final.mp4,final_cut_videos,195,Poorly
14_final.mp4,final_cut_videos,210,Poorly
14_final.mp4,final_cut_videos,225,Well
14_final.mp4,final_cut_videos,240,Poorly
14_final.mp4,final_cut_videos,255,Poorly
14_final.mp4,final_cut_videos,270,Poorly
14_final.mp4,final_cut_videos,285,Well
14_final.mp4,final_cut_videos,300,Poorly
14_final.mp4,final_cut_videos,315,Poorly
14_final.mp4,final_cut_videos,330,Poorly
14_final.mp4,final_cut_videos,345,Poorly
14_final.mp4,final_cut_videos,360,Poorly
14_final.mp4,final_cut_videos,375,Poorly
15_final.mp4,final_cut_videos,0,Poorly
15_final.mp4,final_cut_videos,15,Poorly
15_final.mp4,final_cut_videos,30,Poorly
15_final.mp4,final_cut_videos,45,Poorly
15_final.mp4,final_cut_videos,60,Poorly
15_final.mp4,final_cut_videos,75,Poorly
15_final.mp4,final_cut_videos,90,Poorly
15_final.mp4,final_cut_videos,105,Poorly
15_final.mp4,final_cut_videos,120,Poorly
15_final.mp4,final_cut_videos,135,Poorly
15_final.mp4,final_cut_videos,150,Poorly
15_final.mp4,final_cut_videos,165,Poorly
15_final.mp4,final_cut_videos,180,Poorly
15_final.mp4,final_cut_videos,195,Poorly
15_final.mp4,final_cut_videos,210,Poorly
21_final.mp4,final_cut_videos,0,Poorly
21_final.mp4,final_cut_videos,15,Poorly
21_final.mp4,final_cut_videos,30,Poorly
21_final.mp4,final_cut_videos,45,Poorly
21_final.mp4,final_cut_videos,60,Poorly
21_final.mp4,final_cut_videos,75,Poorly
21_final.mp4,final_cut_videos,90,Poorly
21_final.mp4,final_cut_videos,105,Poorly
21_final.mp4,final_cut_videos,120,Poorly
21_final.mp4,final_cut_videos,135,Poorly
21_final.mp4,final_cut_videos,150,Poorly
21_final.mp4,final_cut_videos,165,Poorly
21_final.mp4,final_cut_videos,180,Poorly
21_final.mp4,final_cut_videos,195,Poorly
21_final.mp4,final_cut_videos,210,Poorly
21_final.mp4,final_cut_videos,225,Poorly
21_final.mp4,final_cut_videos,240,Poorly
21_final.mp4,final_cut_videos,255,Poorly
21_final.mp4,final_cut_videos,270,Poorly
21_final.mp4,final_cut_videos,285,Poorly
21_final.mp4,final_cut_videos,300,Poorly
21_final.mp4,final_cut_videos,315,Poorly
22_final.mp4,final_cut_videos,0,Well
22_final.mp4,final_cut_videos,15,Well
22_final.mp4,final_cut_videos,30,Poorly
22_final.mp4,final_cut_videos,45,Poorly
22_final.mp4,final_cut_videos,60,Well
22_final.mp4,final_cut_videos,75,Poorly
22_final.mp4,final_cut_videos,90,Poorly
22_final.mp4,final_cut_videos,105,Poorly
22_final.mp4,final_cut_videos,120,Poorly
22_final.mp4,final_cut_videos,135,Poorly
22_final.mp4,final_cut_videos,150,Poorly
22_final.mp4,final_cut_videos,165,Poorly
22_final.mp4,final_cut_videos,180,Poorly
22_final.mp4,final_cut_videos,195,Poorly
