VIDEO,TIME_START,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120
11_final,0.0,-4.116509177598147,-1.5132659623925813,-1.0506120939794914,-0.43450079371730604,1.6227384995024403,-1.6362286127742471,-0.8929564399379821,0.8460148419900291,-0.2490547331038303,-0.1758593905827781,0.4535056784522684,0.4132868118272826,-0.6333089168676255,-0.3262871133938938,-0.18038314649643206,0.7560149913323417,-0.29698398130920756,0.37543380948632055,-0.6802726899780975,-0.17850677483860614,-0.08434010852336767,0.6834120005719504,0.36159640725114844,-0.24233539760418693,0.08455956370309886,0.021343828479984603,-0.11907176746071803,-0.16598946411218582,-0.3544090355454832,0.22003476254905477,0.010541448323142258,0.056512774615284804,-0.12082921355684517,0.09846938366560423,0.17315281061516324,-0.09053545142100164,-0.2220820072270131,-0.03838780341023244,0.25644312359259935,0.19662750555677275,0.0502335760277484,-0.10535281211275482,0.1388426704320378,0.3419849849698886,0.4274622934508422,-0.4769421789936087,0.23739921339382852,-0.3625717787337759,-0.36959645593974333,-0.20196622574882653,0.04570691887341675,-0.23988420910120706,0.17287546924900987,-0.1983447564312561,0.17646539139956202,0.17211040725210497,0.008656720414006225,-0.07384416792538448,-0.31553828304752696,-0.18641317659590773,0.034620227117380976,-0.17761889680475285,-0.18675828394635363,0.21428594780140833,-0.12354911252751989,0.19357529174338084,-0.15150053093606491,0.050199099379618785,-0.03407983341050014,0.12532648168577876,0.24787002329912572,0.17721736645854574,-0.04973751468277157,0.022041446833304335,-0.16896298375559432,0.00775878735806787,0.049342022191832875,-0.2990486317011102,0.036863927139507535,-0.14560703620909335,-0.12425097861721199,-0.0059304383187356036,-0.3174528020983716,-0.06822448989373738,-0.0594165394121108,0.03875725963802415,-0.2472287842118872,-0.12054482275352155,-0.01074083333274757,0.12359575239544486,0.020930663330348535,-0.03060899182822155,0.03439471340621718,0.029992816915411585,-0.037675308346571124,-0.08362598115525774,-0.027997008667259515,0.15608823020772108,-0.08549217512821715,0.08301318423844149,-0.05174064671318235,-0.010389947288384948,0.08043526085021545,0.1065278196671802,-0.10667509822394555,0.0270706142376943,0.1109259537008166,0.013115746764552981,-0.028423553333074697,0.04241896986925878,-0.06506109627762466,-0.10438813456175654,0.05884597877270944,-0.11831876147098834,0.040377527363812005,0.07311355291134525,-0.002002283124375677,-0.06261888151316763,0.08406289335932322,-0.09041173747471665
11_final,0.5,-2.272256964147304,-1.8560704717858045,0.16680777588902784,-0.2091052864859273,2.2424774169699004,-0.15043723776853438,-0.6733847322010256,-0.09731877150293813,-0.9604700491808819,-0.4331023565036783,-0.4762892316341929,1.220427730840107,0.06736396577420958,-0.5489990527381966,0.8251729615116109,0.8467788146067753,-0.267661456797106,0.7179514869492425,-0.31722661288589016,-0.09410653264808509,1.3742762041434697,0.022990584809317136,0.4337841155155575,-0.3398128500997074,0.23802201955695745,-0.3235319216030823,0.19514856703049127,-0.27594341853844695,-0.0019601716662643043,-0.3316760233735595,0.2874520754851239,-0.01576278850333534,0.8137621344817428,0.0011379699829455608,-0.15922018704721286,0.15781884831009885,-0.41296804498551565,-0.08622617368565849,0.3468728171955827,0.14195818969012902,0.1492293922695352,0.12094137768750074,0.08710280276546856,-0.27075132472547836,-0.14300845077074986,0.03074463422650505,0.48384560388942355,-0.3049474386815739,0.26383751506061404,-0.2438100283429429,-0.126403977994702,0.15589522144292767,-0.26029186949361377,-0.002044921638430258,0.1841188744131437,-0.06955861881224616,-0.09267959634309153,-0.0880888414068444,0.0822106725642119,-0.07868968372584756,-0.41504582078468477,-0.07209155823861983,0.23514088462125354,-0.2881753256895364,-0.32084867487048097,0.023931140831880374,0.5441191107457823,-0.14313727109351324,-0.03813290173428675,-0.05925489517738103,-0.03885489402518421,0.16300619239881173,0.03145370434312146,0.3031829184596867,0.05563981359056071,-0.08246628116117874,-0.19615163850590187,-0.05638033833800252,-0.02496301158035552,-0.22959560395807344,-0.21669108875146703,0.08197278005963758,-0.058984724991458355,0.005618945075155195,0.03502622778832936,-0.20837442629929157,-0.3151286503726233,-0.17952201280637342,0.17417170460671244,-0.17010002219070125,-0.14444272336244715,-0.12449572177179981,0.2886977238392925,0.0035897626494440296,0.18624450684773639,-0.0390290444872622,0.1856508268896897,-0.3565636318090838,-0.13552526114048208,-0.02206787623838502,0.1556899209404255,-0.1303199998429894,-0.14637760109651762,-0.02871268323649781,0.04192057981434011,0.03229457873827687,-0.0629496174529859,0.18721983740247175,-0.0256061063167365,-0.3921465898675432,-0.013178085730707799,-0.11157491902863509,-0.05640213952136822,-0.03247091686626383,-0.018544731320261826,0.02880049223774843,0.02594530004720811,-0.11903234445592288,-0.08548116249758397,0.03248872885568514
11_final,1.0,-2.7850985961868124,-2.4264263749738033,-1.1930792767989387,0.25464626670573653,1.4920386613306935,-0.210017569588219,-0.3509817938034634,0.2044321585451411,-0.9423981469746822,-0.62517963789106,-0.1819966433182953,0.955853315507475,-0.11338002815884077,-0.6245892191354351,0.700077724625572,0.62094996965595,-0.21475823858536996,0.547604221821824,-0.41551199033878755,-0.03989166091564303,0.8988361081335794,0.2854269152123327,0.29858185367578544,0.02454147661486094,0.23690102601198593,0.12986318862459262,0.18591725943091608,-0.47599763589725336,0.30058458675687766,-0.20151265014429448,0.5360020276865818,-0.35906084493362955,0.4628909342397144,0.09834570204916808,-0.32756710582937215,-0.2314344516989108,-0.2607347541323264,-0.09480115626698896,0.29544266819769455,0.25109149449613316,0.17486499580523757,-0.09676837526132728,0.08277622667912912,-0.25186379140984083,0.45643766231145527,0.059810999796588556,0.45823206776844294,-0.17754815209365202,-0.023266689156855147,0.06306407048226799,-0.1929655755043909,0.10804058466043652,0.04441836072035124,0.1575284800251882,0.012438559261605663,-0.06860073086042515,-0.19166959688490867,-0.22856926561373675,0.1295075401410063,-0.13726812403341263,-0.5898174904084883,-0.5495296685503182,0.19695860046167538,0.09922777786561379,-0.11082108505332197,0.13095678836960942,0.4544898675628589,0.050280320989803395,0.009449856437051717,-0.12733626479295457,-0.13035754390586915,0.23461404207671627,0.06732123393215417,0.2771396577933269,0.09566906622083193,-0.04130376458227464,0.015215302495892466,-0.06501818046247604,0.059023155537855344,-0.056114036991478364,-0.3967213976011644,0.06597967420044958,0.0446341465562729,-0.1380455478504972,0.20077242645842042,-0.1708117384242617,-0.3616376871238598,-0.09988226241021407,0.09049633191475691,-0.04712997395634167,0.1719194708105063,0.12787684556895743,0.2302101702712669,-0.011804372400589618,0.15052686005010463,0.3574287364656846,0.14484594987500415,-0.08947780044191106,0.02805435527730969,-0.011364555275321084,-0.08030838430861444,-0.17106844919272685,0.15115124903549826,-0.008526943807098682,0.007907209089299101,-0.1744351574729021,-0.12657966992723313,0.12387410030257519,-0.37320174594815936,-0.3116379410078737,0.11829193095012719,-0.13608225205549876,0.0776350052790565,-0.2809000602139668,-0.016666736920156064,-0.14824560834574424,-0.04401902129634291,-0.03283603166026976,-0.09236296743123662,-0.003875115915936561
11_final,1.5,-2.221955308623884,-2.2701540025197673,-0.6145339621620663,-0.12938171077807442,1.417780710209814,-1.0315332486091857,-0.588777432182219,0.8806433445372803,-0.8467258761325119,-0.7051697145517516,0.028067827874919113,0.9857645127103685,-0.09605571959536252,-0.40999476310901645,-0.6211560977936144,0.5275051051195374,-0.1335023081754684,0.213809389870125,-0.09441738375764487,0.11136497929257058,0.49773246285312506,0.3631530536079996,0.10835974291818964,0.6634587797785909,-0.11380390320762986,0.31483757584530037,0.29182290268908784,-0.23266452689242262,0.4008495674046326,0.12319578670784176,-0.1295910719091804,0.2920245060918267,0.021321050602350466,0.5513079662880789,-0.17572689636728095,-0.17164930908203918,0.029594201575023404,-0.6404405616375821,0.30460482264617667,0.010107805376695811,0.34849943741608835,-0.23050198774454317,-0.3905124988573479,-0.0067884755757783785,-0.07266651035882012,-0.03219444324997816,-0.01203386581530831,-0.32395032363666804,0.18420457706755072,0.1131263186548322,0.15736134093578863,-0.04258311114053362,0.3542129472719032,-0.06238832083211941,0.11498511844022319,-0.0037837831120052998,-0.12780231767139108,0.11269147134848143,0.08684332985881038,-0.07981359216588181,-0.23654219961187364,0.07968471095262891,0.017097902479736124,0.006343665698656936,-0.12751022052149652,0.005727238774261206,0.1354174649573574,-0.14550784905353867,-0.0693269039777773,0.1306473068219368,-0.005535491385633778,-0.12334543916788654,-0.11381111797631742,-0.15099226051659873,0.031156838618847008,0.1626297300298544,-0.10565753811812036,0.004030894839545912,0.1136494281819246,-0.2535465753322352,0.0063868887905386695,-0.20213964546768126,0.221548597035834,0.09208270314301376,0.15057390178435257,0.021985083967575057,-0.1461359624428497,-4.4141230067129555e-05,-0.03876692659176869,0.05647372885834651,-0.20831568284728547,0.14397427237405103,0.01445651646745868,-0.030327594771680802,0.09113095080924608,0.004128774148816225,-0.025197476824704843,0.061509086477097866,0.13663274301484807,-0.006093911419376617,0.016520117567254508,-0.18829203473462708,0.2173951321384451,-0.07083528600838868,-0.11009991117511059,0.03950437311250318,-0.002347254217698963,0.06792772495686154,-0.058113700310126526,-0.04200363554008614,0.25435801444713063,0.06976951052930344,0.07794224777523878,0.125834000257585,-0.017423005732436367,-0.047657133624216585,-0.07914322330708659,0.007183720091489175,0.11260039102942172,-0.06797935412060532
11_final,2.0,-3.67373840818333,-1.6904316804161608,-1.2252013391992234,-0.09719329334004388,0.9777999450691846,-1.2114861788310156,-1.060628241509696,0.644107265458609,-0.42134761567243145,-0.7918358109364987,1.1535869752993402,1.4254354702129117,-0.6634747236820345,-0.052367513171303,0.3250444586076162,0.8082613161896894,-0.43062797520174506,0.30627443792180054,-0.46137219851829625,-0.19948500243538014,-0.057023093879992444,0.43339921504024503,0.8752662869230254,-0.3411121721021029,-0.1536751392396771,0.27368144867357935,-0.04242404924909461,-0.1499538798102005,-0.2886412324256664,0.11182155282467861,0.3730220180466195,0.17833003441626577,-0.14404912048225582,0.6356341156978789,-0.228896579465598,0.1933010386245097,-0.4561815173110205,0.11786987455155067,-0.07267091959097013,0.27902313105372445,0.3809287108832358,-0.24549232366953067,0.20998723947203946,0.1182849932658337,0.5767981770406215,-0.20230115080836925,-0.2788948183243164,-0.25950272179103656,-0.20914095158341764,-0.25655018492216053,0.029938293753462845,-0.15412842803335022,0.42346717340048007,-0.31501571914263216,0.0493337460603782,0.08983362345058513,0.14784823009424725,0.05521287394280851,-0.20552739381143298,-0.02297684712000761,-0.1225179040696546,-0.20764271608926563,0.09264251748244436,0.13988384209508964,-0.04418864146721158,0.3100801062161147,0.0850466958864787,0.16993279143056364,0.07969290341995756,0.020001214856269517,0.22357824470558135,0.1393491470577551,0.4732387570659764,-0.07042874125710413,-0.003197731709701973,0.30239885933768246,0.1525260525884618,0.034705963193730066,-0.05860281262696483,-0.07003187832233737,-0.1444673381831636,-0.08803570010951457,-0.12565358279795136,-0.08719781398911326,-0.05391221131917939,-0.24989855373950123,0.011607438041330288,0.07394273536400528,0.13148504337571607,0.006686101997392804,0.020984894045627457,-0.029786065122655886,-0.20177239477568137,-0.013541614449318937,-0.24752936464117745,-0.06645816551071783,-0.14134624916014382,-0.07192020783265234,0.04265107195111723,0.21447592068586058,-0.18285682802593933,0.023646273685849747,0.0099743517817057,-0.009639760521655633,-0.07517307983171417,-0.07069502996174382,-0.00397722238324588,0.06293427933110866,-0.037476351453655375,-0.23267537286591808,-0.20312571557021078,-0.012157807455242128,-0.08583808760966172,-0.17446492767229593,-0.18563640334523598,0.17756547384503799,-0.08862659220208584,0.10378326182614056,-0.15629430572026928,0.16777244704270902
11_final,2.5,-3.8603459364986645,-1.0386924931562125,-0.0474122232540295,-0.26294100500784084,1.58752039777639,-1.675595729715817,-1.5228260672538019,1.2515114124560272,-0.1738972508741326,-0.6023333500173131,0.6531001205902449,0.9712114943750367,-0.547493800799552,0.34576350868799893,0.274620138254211,0.5103526440143098,-0.5993005571970145,0.28458950759940466,-0.1242116967794274,-0.15782479813796407,0.23378228104833707,0.6480352308322027,0.17915146047994543,-0.289091464720702,0.3641512409756621,0.190691231737152,-0.31505422371669034,-0.26305640257237023,-0.025990361951486962,0.47262906147790307,0.07202770751252624,0.06501360963328406,-0.13345741203916264,0.11454361985879134,-0.1892566954462843,0.1818333729381419,-0.40652662593809524,-0.015905089532022992,-0.0499702713291236,0.19762424270946224,0.44153989069809674,0.03226075313040722,0.12448106700609432,0.15544528453244327,0.43400108694300044,-0.16564302664653258,-0.01625221532788012,-0.26666295340892543,-0.4435963446108367,-0.07929860221971419,0.05645989185009075,-0.18712960388686942,0.39608409478127693,-0.2293658384344368,0.1102615923658934,0.11042587470447952,-0.03506477344440495,-0.047907480038263256,-0.05071431739287477,-0.1552782873921254,0.12555038957907386,-0.049624572441519965,-0.12480823223764909,-0.11291059460302616,-0.020578463412770965,0.04060014570622403,0.1820420143963835,-0.034504229471893695,0.02894875429859585,0.008752383516324652,0.08230540219978333,0.050450450512470435,0.1871749537643065,-0.03987198822375651,-0.15990897876677013,0.18511269149466436,-0.012889938091315292,-0.2896918051542988,-0.005236356580532266,-0.03879205580159085,-0.16456960273252172,0.15581501412572696,-0.16772488767968305,-0.061781623301459476,0.055346239279645,-0.30279440997765983,0.09409423779646592,-0.06561740929938534,0.024675182016272765,-0.05319976464685884,-0.056397737619670096,0.055306750346252195,-0.06260540933397554,0.040568172704374586,-0.20514046825352894,-0.13426291714344168,-0.20606192805162335,-0.09788117467439286,-0.06169048656926065,0.07017611153157258,-0.09753520966520174,0.024340830795048563,0.03171879863668792,-0.004139520243664818,0.06580073412897669,-0.009799256507855972,0.12180233190300209,-0.0005184214829738118,0.008793985133390525,-0.0780102514282511,-0.04648349817217137,0.07666409816857124,-0.0936338496253609,0.12445227805912332,-0.09193651224769465,0.03915421287328144,0.014505399568264986,-0.0810055381406733,0.022901745133872622,-0.026961078136119643
11_final,3.0,-3.4820585612731687,-0.721283910473969,-0.392554298014861,0.2043400449263738,0.8188859213367925,-1.9404689358142213,-1.098169358829813,0.6533429540684177,0.7276634311945265,0.07881592501617807,0.1511896996639248,0.4322968578216475,-0.14608114764519073,0.07863435725636136,-0.04077241105026645,0.29788376929578464,-0.29878295692584905,-0.07283974853694464,-0.4137471733688355,-0.04047294180759478,0.1319183135518452,0.5168227808708665,-0.13848467138652015,-0.444968469515855,0.1349160454075857,0.3206217582800397,0.0973244643387804,-0.0006404787351397406,-0.013180420923001257,0.328885868271225,-0.01802626613794675,0.1471468822047476,-0.22490219760391997,0.15391668287140603,0.08319993120038893,0.1303856576668063,-0.28936052524093603,-0.1064141289887662,-0.09344634221247014,0.3878882683322962,0.17725135162705383,-0.17609596066414218,-0.1806508725615593,-0.006410989804228207,0.34504286133205003,-0.10014051218648903,0.09620084809121504,-0.3191456255093236,-0.36325631040462836,0.09701197483391924,-0.09187051091809673,-0.3685497714069027,0.1909941640148397,-0.07519276397574665,0.059905268082199196,0.05521103090433764,0.37201929659960636,-0.02016919367979006,-0.176112206381169,0.07473019063139502,-0.1793295247615195,-0.09178600049404832,0.0008383876409588376,0.08261236081887488,0.05143913930906903,0.03778496543569222,-0.03542445133950912,-0.03429985462368604,-0.0038227054536401905,0.09685297631324527,0.2524190378891896,-0.09272492019605832,0.11689610980990162,0.08283248741334258,-0.12289215591465974,0.1606929912711258,0.0866447624789344,-0.05703377663813064,-0.09062738351424585,0.16594884427969997,-0.060004937659758804,0.13059652828906412,-0.0820782096892597,-0.00847833079714426,0.044204365887887904,-0.11083213602978659,0.011332297971555355,-0.06158984741256812,-0.012455251189428349,0.1428290941206598,-0.027792727766094663,0.030613243438159354,0.06845506125651628,0.03228061678102749,-0.0407819758074551,-0.09201959513868638,-0.013589375018206673,0.0516202653939985,0.039494944729460774,0.043319200896108793,-0.030340742973216747,0.010459768548667234,0.09833571361151747,-0.08640064695208935,0.0832668497778557,0.037475146173916535,0.17918248796819725,-0.15067253011768977,0.16868446143369692,0.023092682831496552,-0.07101794199387691,0.013244718550569155,-0.07625838292555095,0.1647077149009963,0.11573005401152987,-0.00677150294038208,-0.0260949789957829,0.008891679843046313,0.055696656727284036,0.1063590258043054
11_final,3.5,-4.745467588375416,-0.7656262195237233,-0.595328810550791,-0.24573226035257797,1.5450497808519725,-1.725212569894512,-1.426165065981857,0.78144563929549,-0.13808032359405842,-0.30072846074085113,0.4368512363439352,0.387893459278797,-0.5393935349051744,0.03755279454418134,0.2974184386710871,0.2364883431498343,-0.14634474201635086,0.27396282729143046,-0.5102108457469607,-0.10355643351043436,-0.40999688177851423,0.38848415010878257,0.19534375677087504,-0.3777748015813555,-0.25757876007452757,0.14940652464459261,-0.2795064055492231,-0.31982107584443564,-0.3232896257125166,0.5311830723711185,0.08491544486095562,-0.02771828068660142,-0.22170885963030185,0.08482579750339973,0.1076440932357814,0.0920588293721609,-0.556863534850811,0.20105656975007566,0.04730673917558317,0.2418538683647953,0.3742482120853309,-0.031811522685683255,0.26054980109356907,0.21841302963521503,0.4790916879834061,-0.5763064572388243,0.012508199520592907,-0.26676751773180396,-0.22583509933839616,-0.2289761575682666,0.025300252276749702,-0.1806797444910678,0.05784781057986413,-0.39370292742297336,-0.03968247883889324,0.21552113763224592,-0.02823384498952905,-0.1590792722965177,-0.19432046539813025,-0.29857766711830336,-0.06804587853508916,-0.42819978211925813,-0.09848506305560334,0.18994642941071505,0.011265809244462412,0.050688171609884425,-0.16608324860247314,0.12799222027489257,0.05527299588992063,-0.06438465665530052,0.21987187223575483,0.3822838506727278,0.13520221548984346,-0.057713527026004574,-0.16417096979401014,0.011751056709104424,0.15356910002484656,-0.18798062594130815,0.01080815951656713,-0.2487396847713391,-0.07242140899562469,0.04193641395209742,-0.12312173816096163,0.016800534505709175,-0.14738104863817528,-0.034096511750705244,-0.1187349109689563,-0.11520431531590283,-0.05468984345720629,0.08379082452344877,-0.028539308805976063,-0.041868052040177996,-0.17491375497133899,-0.004716123938331138,-0.09970051049580315,-0.013333907847748998,-0.06579155146335014,-0.06154602960656394,-0.10455061608456523,0.03272502623530861,-0.06234612143952392,-0.07152810085234082,0.026381104466489516,0.020218727905694928,0.028485143038674346,-0.0447924817633259,0.17276781126506993,0.04183147047474349,0.08402878139266402,0.027452586007312464,-0.12247847896122738,-0.0008404842242837884,0.018986055502540653,-0.1550089323557719,-0.15476849288465172,0.0946882841889076,-0.1432085248975557,-0.07352009822519465,0.022623355732714512,-0.1453880395947317
11_final,4.0,-2.97224215946357,-1.1474492572170965,0.19993234979347385,-0.10947365958824196,0.7425531934458189,-1.9184664597564764,-0.8397475777194419,0.648399187055338,-0.3836053032962442,-0.27947944489237203,0.5860104165025004,0.26428540222751895,0.24694036748766518,0.042945142953598664,-0.24197146613579212,0.5134118526599576,-0.25705060477377173,-0.10740684926135605,-0.31734274759360426,0.15286649047243883,0.3127394649447246,0.38102850268196387,-0.41085119767940836,-0.3033980709241634,-0.09685171371969069,-0.02113364610929532,0.09143220776816176,0.2436076368440315,0.020217206919169367,0.02877934417954032,0.3158812449177127,0.3347664160607224,-0.172864069192062,-0.04546820539279175,0.10651924836920343,0.35543598491646766,0.22694170252157878,-0.14824935676708217,0.12761793660362014,0.5218893931251775,0.21356496216905652,-0.11526207663016211,-0.06635868297805926,-0.18840885855205314,-0.12511004196282027,-0.044608644111780775,0.2596029449455464,-0.10798287961377603,-0.1130462469691182,-0.010299457757821706,-0.19921897149495651,-0.259058014718563,0.01720927068880173,0.13685346549600144,0.1625740555148357,0.09889502177240454,-0.08361768377025908,-0.22904902149766848,-0.20154452024208366,0.07246223786556852,0.036406992781307185,-0.19554000449583303,-0.10257252653438388,-0.053356531716471145,-0.07987209177540788,0.010630966631592714,-0.06242305632169689,-0.022457708632472245,0.06479148099303579,-0.03867277570903879,0.07610802654932347,0.0989718636458212,-0.1487318431758163,-0.21881493439534988,-0.0773184573987736,0.20229753710612033,0.05924699391101325,-0.04585136041292498,-0.2404909374628323,-0.07656936402286749,-0.09323147195010381,0.09854622215442263,0.014150403488820143,0.04844945356459279,0.25837967273406764,0.0016795042164213115,0.08570518301173605,-0.28485786280280206,0.06296248737889017,0.06751638962716783,0.10270271257967249,-0.03325348838144388,-0.05863844713795659,0.0876315361757555,-0.04257277758877069,-0.030360502956599707,0.05233417295966186,0.0487971918718646,-0.08774244480525721,-0.09632591059593305,0.16481954542219987,-0.03693165221747981,-0.05526448883336116,-0.1683825773194841,0.16750851422127985,0.22679023477926114,0.03588401517609189,0.1301679512424671,0.07350738548217126,-0.0034223105745986547,-0.13311123200342506,0.014475489956389267,0.08960482442123886,-0.11605593682957471,-0.024576521097131925,0.05481590283598883,-0.1984416295190281,-0.13240934881451089,0.1185216504883829,0.07839737275627906
11_final,4.5,-4.126868790228156,-1.7366353818463725,-1.1708217211396297,-0.17988666731527625,1.502377638834919,-1.2888991388792084,-0.995770779988965,0.7731783499300343,-0.05448681190918021,-0.4826971709819221,0.019297938724362917,0.35038299031606496,-0.5220436145255403,-0.2285893760076413,-0.4435796183847437,0.3986937773310649,-0.3065421073868025,0.37518710823812373,-0.6265569859136693,-0.27148534597841173,-0.056435499548962945,0.5508372626188502,0.04252889930256146,-0.07628625600086746,0.13369941863290888,0.12358460718055614,-0.048180762776610576,-0.05207094170046408,-0.20215574656646285,0.33826272817811887,-0.1658226581655731,0.1671754975240971,-0.20822556323018765,0.3287374583963437,-0.012739707955596414,-0.021138533620977725,-0.5046159212913952,0.08967157449114177,-0.007606316792380746,0.30014955334633286,0.26568013302404075,-0.08229647117247976,-0.005018622226937816,0.08501382113552147,0.6301852169140656,-0.35027905686273586,-0.13185061184514466,-0.31051118252650206,-0.25845734924775543,-0.17655058269734286,-0.1459918057566111,-0.2584498481590838,0.030077545484125556,-0.2807601913900347,0.04278077733799704,0.339175102562535,0.033210033301386166,-0.19776106437576854,-0.2356641156816075,-0.36804151624154713,-0.03514851152125101,-0.4966407166934885,-0.06213766553457478,0.11261818404420956,-0.09708702839882735,-0.06117820413011574,-0.17918329202514002,0.04293381625304367,-0.15229324103783606,0.12898747803316415,0.3300488741440631,0.1044489513906848,-0.050463621246815415,-0.027787514594772814,-0.005785698318775623,-0.02118926427494805,0.03778623180497018,-0.1374902062487229,0.13409168705094374,-0.05278524788472838,0.014942388618550517,0.2178247433762921,0.0024196774922221145,-0.06706888167108421,-0.09210659869645481,0.19258850076285916,-0.0829470948737217,-0.02302917253696249,0.016010139277021697,0.15704510761025292,-0.060261812855462935,-0.07029968687471806,-0.07690358761668958,-0.006931976513279148,-0.07919416307515728,-0.1309157918282962,0.025802389129536724,0.103935803865363,-0.07638699168976151,-0.06486702150226961,-0.024362034653049702,-0.059655310704833694,0.18255920453138408,-0.03852834370533029,-0.14678914033768156,0.2859979884963149,0.08296377678438108,-0.006163829920502751,0.13956375948933808,0.18587281014226825,-0.06858885661109543,-0.05558439170657378,0.10492768932971815,-0.13177885843847031,0.07554493038642994,0.09630778584261321,-0.03907704422859506,-0.13716320753618516,0.15468142695284942,0.04665698431009993
