video_name,frame,outcome_prediction
11_final.mp4,0,Poorly
11_final.mp4,3,Poorly
11_final.mp4,6,Poorly
11_final.mp4,9,Poorly
11_final.mp4,12,Poorly
11_final.mp4,15,Poorly
11_final.mp4,18,Poorly
11_final.mp4,21,Poorly
11_final.mp4,24,Poorly
11_final.mp4,27,Poorly
11_final.mp4,30,Poorly
11_final.mp4,33,Poorly
11_final.mp4,36,Poorly
11_final.mp4,39,Poorly
11_final.mp4,42,Poorly
11_final.mp4,45,Poorly
11_final.mp4,48,Poorly
11_final.mp4,51,Poorly
11_final.mp4,54,Poorly
11_final.mp4,57,Poorly
11_final.mp4,60,Poorly
11_final.mp4,63,Poorly
11_final.mp4,66,Poorly
11_final.mp4,69,Poorly
11_final.mp4,72,Poorly
11_final.mp4,75,Poorly
11_final.mp4,78,Poorly
11_final.mp4,81,Poorly
11_final.mp4,84,Poorly
11_final.mp4,87,Poorly
11_final.mp4,90,Poorly
11_final.mp4,93,Poorly
11_final.mp4,96,Poorly
11_final.mp4,99,Poorly
11_final.mp4,102,Poorly
11_final.mp4,105,Poorly
11_final.mp4,108,Poorly
11_final.mp4,111,Poorly
11_final.mp4,114,Poorly
11_final.mp4,117,Poorly
11_final.mp4,120,Poorly
11_final.mp4,123,Poorly
11_final.mp4,126,Poorly
11_final.mp4,129,Poorly
11_final.mp4,132,Poorly
11_final.mp4,135,Poorly
11_final.mp4,138,Poorly
11_final.mp4,141,Poorly
11_final.mp4,144,Poorly
11_final.mp4,147,Poorly
11_final.mp4,150,Poorly
11_final.mp4,153,Poorly
11_final.mp4,156,Poorly
11_final.mp4,159,Poorly
11_final.mp4,162,Poorly
11_final.mp4,165,Poorly
11_final.mp4,168,Poorly
11_final.mp4,171,Poorly
11_final.mp4,174,Poorly
11_final.mp4,177,Poorly
11_final.mp4,180,Poorly
11_final.mp4,183,Poorly
11_final.mp4,186,Poorly
11_final.mp4,189,Poorly
11_final.mp4,192,Poorly
11_final.mp4,195,Poorly
11_final.mp4,198,Poorly
11_final.mp4,201,Poorly
11_final.mp4,204,Poorly
11_final.mp4,207,Poorly
11_final.mp4,210,Poorly
11_final.mp4,213,Poorly
11_final.mp4,216,Poorly
11_final.mp4,219,Poorly
11_final.mp4,222,Poorly
11_final.mp4,225,Poorly
11_final.mp4,228,Poorly
11_final.mp4,231,Poorly
11_final.mp4,234,Poorly
11_final.mp4,237,Poorly
11_final.mp4,240,Poorly
11_final.mp4,243,Poorly
11_final.mp4,246,Poorly
11_final.mp4,249,Poorly
11_final.mp4,252,Poorly
11_final.mp4,255,Poorly
11_final.mp4,258,Poorly
11_final.mp4,261,Poorly
11_final.mp4,264,Poorly
11_final.mp4,267,Poorly
11_final.mp4,270,Poorly
11_final.mp4,273,Poorly
11_final.mp4,276,Poorly
11_final.mp4,279,Poorly
11_final.mp4,282,Poorly
11_final.mp4,285,Poorly
11_final.mp4,288,Poorly
11_final.mp4,291,Poorly
11_final.mp4,294,Poorly
11_final.mp4,297,Poorly
11_final.mp4,300,Poorly
11_final.mp4,303,Poorly
11_final.mp4,306,Poorly
11_final.mp4,309,Poorly
11_final.mp4,312,Poorly
11_final.mp4,315,Poorly
11_final.mp4,318,Poorly
11_final.mp4,321,Poorly
11_final.mp4,324,Poorly
11_final.mp4,327,Poorly
11_final.mp4,330,Poorly
11_final.mp4,333,Poorly
11_final.mp4,336,Poorly
11_final.mp4,339,Poorly
11_final.mp4,342,Poorly
11_final.mp4,345,Poorly
11_final.mp4,348,Poorly
11_final.mp4,351,Poorly
11_final.mp4,354,Poorly
11_final.mp4,357,Poorly
11_final.mp4,360,Poorly
11_final.mp4,363,Poorly
11_final.mp4,366,Poorly
11_final.mp4,369,Poorly
11_final.mp4,372,Poorly
11_final.mp4,375,Poorly
11_final.mp4,378,Poorly
11_final.mp4,381,Poorly
11_final.mp4,384,Poorly
11_final.mp4,387,Poorly
11_final.mp4,390,Poorly
11_final.mp4,393,Poorly
11_final.mp4,396,Poorly
11_final.mp4,399,Poorly
11_final.mp4,402,Poorly
11_final.mp4,405,Poorly
11_final.mp4,408,Poorly
11_final.mp4,411,Poorly
11_final.mp4,414,Poorly
11_final.mp4,417,Poorly
